what,kind,bundleId,bundleVersion,description,time
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1395564317477
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1395564317564
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1395564322502
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1395564331115
error,log,,,"Errors occurred during the build.",1395564331196
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1395564614359
activated,editor,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.editor",1395564616566
activated,editor,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.editor",1395564621330
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1395564633166
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1395564639952
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1395564645887
error,log,,,"Errors occurred during the build.",1395564645911
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1395564750072
activated,editor,org.eclipse.wst.css.ui,1.0.601.v201201101544,"org.eclipse.wst.css.core.csssource.source",1395564752259
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1395564762473
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1395564767458
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1395564775748
error,log,,,"Errors occurred during the build.",1395564775766
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1395565116106
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1395565130881
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1395565132024
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1395565143049
error,log,,,"Errors occurred during the build.",1395565143104
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1395565155542
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1395565157453
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1395565159182
activated,editor,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.editor",1395565161878
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1395565168058
error,log,,,"Errors occurred during the build.",1395565168097
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1395565192567
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1395565226219
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1395565228251
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1395565231548
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1395565233922
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1395565234073
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1395565243708
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1395565248282
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1395565249736
activated,editor,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.editor",1395565259808
activated,editor,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.editor",1395565263323
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1395565265622
error,log,,,"Errors occurred during the build.",1395565265640
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1395565265648
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1395565270321
activated,editor,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.editor",1395565270374
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1395565294770
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1395565300187
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1395565300947
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1395565303367
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1395565316271
error,log,,,"Errors occurred during the build.",1395565316796
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1395565385024
activated,editor,org.eclipse.wst.css.ui,1.0.601.v201201101544,"org.eclipse.wst.css.core.csssource.source",1395565387141
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1395565394440
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1395565695581
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1395565705400
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1395565709752
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1395565715044
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1395565726868
error,log,,,"Errors occurred during the build.",1395565726927
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1395565728622
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1395565733483
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1395565737321
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1395565740866
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1395565752500
error,log,,,"Errors occurred during the build.",1395565752533
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1395565911400
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1395565916555
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1395565920491
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1395565925607
