what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1395585817004
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1395585834413
error,log,,,"Errors occurred during the build.",1395585834436
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1395586000313
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1395586003929
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1395586009086
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1395586012469
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1395586013475
opened,view,org.eclipse.search,3.7.0.v20110505-0800,"org.eclipse.search.ui.views.SearchView",1395586017242
activated,view,org.eclipse.search,3.7.0.v20110505-0800,"org.eclipse.search.ui.views.SearchView",1395586017306
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1395586017342
executed,command,org.eclipse.search,3.7.0.v20110505-0800,"org.eclipse.search.ui.openFileSearchPage",1395586017379
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1395586017679
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1395586019052
activated,editor,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.editor",1395586023071
activated,view,org.eclipse.search,3.7.0.v20110505-0800,"org.eclipse.search.ui.views.SearchView",1395586025312
activated,editor,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.editor",1395586029816
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1395586036153
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1395586037291
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1395586040771
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1395586045687
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1395586053251
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1395586054166
activated,view,org.eclipse.search,3.7.0.v20110505-0800,"org.eclipse.search.ui.views.SearchView",1395586060050
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1395586060086
executed,command,org.eclipse.search,3.7.0.v20110505-0800,"org.eclipse.search.ui.openFileSearchPage",1395586060167
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1395586060553
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1395586061442
activated,editor,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.editor",1395586063593
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1395586074069
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1395586075909
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1395586090959
error,log,,,"Errors occurred during the build.",1395586091013
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1395586181113
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1395586182636
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.lineEnd",1395586187953
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1395586190194
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1395586191797
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1395586205041
error,log,,,"Errors occurred during the build.",1395586205090
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1395586243758
activated,view,org.eclipse.search,3.7.0.v20110505-0800,"org.eclipse.search.ui.views.SearchView",1395586246024
activated,editor,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.editor",1395586246051
closed,view,org.eclipse.search,3.7.0.v20110505-0800,"org.eclipse.search.ui.views.SearchView",1395586246069
activated,editor,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.editor",1395586247859
closed,editor,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.editor",1395586247859
activated,editor,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.editor",1395586250515
closed,editor,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.editor",1395586250515
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.close",1395586250537
activated,editor,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.editor",1395586250716
closed,editor,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.editor",1395586250716
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.close",1395586250742
activated,editor,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.editor",1395586250879
closed,editor,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.editor",1395586250879
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.close",1395586250893
activated,editor,org.eclipse.wst.css.ui,1.0.601.v201201101544,"org.eclipse.wst.css.core.csssource.source",1395586251023
closed,editor,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.editor",1395586251023
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.close",1395586251036
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1395586251219
closed,editor,org.eclipse.wst.css.ui,1.0.601.v201201101544,"org.eclipse.wst.css.core.csssource.source",1395586251219
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.close",1395586251230
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1395586253051
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1395586253558
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1395586274926
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1395586335542
opened,editor,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.editor",1395586340931
activated,editor,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.editor",1395586340991
opened,editor,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.editor",1395586341146
activated,editor,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.editor",1395586341191
opened,editor,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.editor",1395586341287
activated,editor,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.editor",1395586341319
opened,editor,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.editor",1395586341491
activated,editor,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.editor",1395586341540
opened,editor,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.editor",1395586341703
activated,editor,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.editor",1395586341751
opened,editor,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.editor",1395586341898
activated,editor,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.editor",1395586341946
opened,editor,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.editor",1395586342093
activated,editor,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.editor",1395586342133
opened,editor,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.editor",1395586342230
activated,editor,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.editor",1395586342286
opened,editor,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.editor",1395586342428
activated,editor,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.editor",1395586342482
opened,editor,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.editor",1395586342594
activated,editor,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.editor",1395586342639
opened,editor,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.editor",1395586342803
activated,editor,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.editor",1395586342844
opened,editor,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.editor",1395586342983
activated,editor,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.editor",1395586343022
opened,editor,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.editor",1395586343169
activated,editor,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.editor",1395586343220
opened,editor,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.editor",1395586343316
activated,editor,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.editor",1395586343348
activated,editor,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.editor",1395586345858
closed,editor,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.editor",1395586345859
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.close",1395586345868
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1395586386947
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1395586462046
activated,editor,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.editor",1395586464397
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1395586467247
opened,editor,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.editor",1395586467456
activated,editor,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.editor",1395586467511
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1395586468367
opened,editor,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.editor",1395586468659
activated,editor,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.editor",1395586468716
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.scroll.lineDown",1395586503445
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.scroll.lineDown",1395586503597
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.scroll.lineDown",1395586503703
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.scroll.lineUp",1395586503966
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.scroll.lineUp",1395586504179
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.scroll.lineUp",1395586504335
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.scroll.lineUp",1395586504700
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.scroll.lineUp",1395586504879
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.scroll.lineUp",1395586505002
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.scroll.lineUp",1395586505146
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.scroll.lineDown",1395586505356
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.scroll.lineDown",1395586505553
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.scroll.lineDown",1395586505691
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.scroll.lineDown",1395586505856
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.scroll.lineDown",1395586506117
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.scroll.lineDown",1395586506258
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.scroll.lineDown",1395586506414
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.scroll.lineDown",1395586506570
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.scroll.lineDown",1395586506793
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.deletePreviousWord",1395586514047
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.deletePreviousWord",1395586514203
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1395586520670
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1395586522971
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1395586538741
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1395586538787
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1395586541065
error,log,,,"Errors occurred during the build.",1395586541126
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1395586551729
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1395586553805
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1395586555012
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1395586558293
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1395586563311
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1395586564338
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1395586576900
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordNext",1395586578226
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.wordNext",1395586578844
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.wordNext",1395586579022
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.wordNext",1395586579181
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1395586590474
error,log,,,"Errors occurred during the build.",1395586590486
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1395586607644
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1395586616484
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1395586619386
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1395586657420
activated,editor,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.editor",1395586660879
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1395586915829
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1395587012499
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1395587049933
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1395587051838
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1395587069308
error,log,,,"Errors occurred during the build.",1395587069335
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1395587082403
