what,kind,bundleId,bundleVersion,description,time
error,log,,,"Core exception while retrieving the content description",1394091818218
error,log,,,"Core exception while retrieving the content description",1394091818290
error,log,,,"Core exception while retrieving the content description",1394091818525
error,log,,,"Core exception while retrieving the content description",1394091818602
error,log,,,"Core exception while retrieving the content description",1394091818677
error,log,,,"Core exception while retrieving the content description",1394091818753
opened,editor,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.editor",1394091818953
error,log,,,"An unexpected exception was thrown.",1394091819046
error,log,,,"An unexpected exception was thrown.",1394091819053
error,log,,,"An unexpected exception was thrown.",1394091819058
activated,editor,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.editor",1394091819062
error,log,,,"Core exception while retrieving the content description",1394091819173
error,log,,,"Core exception while retrieving the content description",1394091819258
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.refresh",1394091821590
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1394091822563
started,bundle,org.eclipse.emf.ecore,2.7.0.v20120127-1122,"org.eclipse.emf.ecore",1394091822865
started,bundle,org.eclipse.wst.common.emf,1.2.100.v201101101900,"org.eclipse.wst.common.emf",1394091822961
started,bundle,org.eclipse.jem.util,2.1.100.v201103021400,"org.eclipse.jem.util",1394091822973
started,bundle,org.eclipse.emf.ecore.xmi,2.7.0.v20120127-1122,"org.eclipse.emf.ecore.xmi",1394091822983
started,bundle,org.eclipse.wst.common.emfworkbench.integration,1.2.101.v201107140600,"org.eclipse.wst.common.emfworkbench.integration",1394091822985
started,bundle,org.eclipse.wst.common.core,1.2.0.v200908252030,"org.eclipse.wst.common.core",1394091823122
started,bundle,org.eclipse.wst.common.modulecore,1.2.103.v201201190400,"org.eclipse.wst.common.modulecore",1394091823126
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1394091833379
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1394091833425
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1394091838915
error,log,,,"Core exception while retrieving the content description",1394091839007
error,log,,,"Core exception while retrieving the content description",1394091839095
error,log,,,"Core exception while retrieving the content description",1394091839176
error,log,,,"Core exception while retrieving the content description",1394091839271
error,log,,,"Core exception while retrieving the content description",1394091839372
error,log,,,"Core exception while retrieving the content description",1394091839467
error,log,,,"Core exception while retrieving the content description",1394091840712
error,log,,,"Core exception while retrieving the content description",1394091840820
